title,link,abstract,sdgs,full_abstract,sdg_1,sdg_2,sdg_3,sdg_4,sdg_5,sdg_6,sdg_7,sdg_8,sdg_9,sdg_10,sdg_11,sdg_12,sdg_13,sdg_14,sdg_15,sdg_16
Childhood obesity beyond COVID-19,/articles/childhood-obesity-beyond-covid-19,"An Editorial on the effects of the COVID-19 pandemic on childhood obesity, in the context of SDGs 3 and 12, highlighting the need for governmental and commercial action advocating for healthier nutrition and intersectional collaboration between health and education sectors.
",Goal 3: Good health and well-being; Goal 12: Responsible consumption and production,"The global rise in childhood obesity is a serious, long-term public health challenge and one that—warns a policy briefing from the World Obesity Federation published in November, 2020—could be exacerbated by the COVID-19 pandemic response. Given how dramatically the pandemic has affected food systems, the economy, and children's daily lives over the past 2 years, the potential impact of the pandemic on childhood obesity warrants careful scrutiny and a plan to get back on track towards reducing childhood obesity as part of the pandemic recovery.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pediatric societies’ declaration on responding to the impact of climate change on children,/articles/pediatric-societies%E2%80%99-declaration-responding-impact-climate-change-children,"A declaration from regional, national, and international pediatric organizations—together with multidisciplinary child health professionals, child advocates, youth, and families—to address the climate crisis and its adverse effects on child health.
",Goal 3: Good health and well-being; Goal 11: Sustainable cities and communities; Goal 13: Climate action,"There is a crisis in the global response to the changing climate. Over the last five years, the world has failed to meet the targets established in the 2015 Paris Agreement. [1] Progress on reducing greenhouse gas emissions is lagging particularly far behind. Many high-income countries rank near the bottom in terms of performance on contributions to global ecological sustainability (measured as excess CO2 emissions relative to 2030 targets). [2] Low-income countries rank near the top with regard to global ecological sustainability. [2] The United Nations Climate Change Conference (COP 26) in November 2021 in Glasgow, Scotland offers an important, indeed essential, opportunity to create sustained momentum for the policies and funding that are required to keep the global temperature rise under 1.5°C to protect human health and the planet.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Nature development in degraded landscapes: How pioneer bioturbators and water level control soil subsidence, nutrient chemistry and greenhouse gas emission",/articles/nature-development-degraded-landscapes-how-pioneer-bioturbators-and-water-level-control,"This study, which supports SDG's 13 and 15 looks at how important drivers like water level and bioturbation affect soil characteristics in the development of novel ecosystems aiming to improve the functioning of degraded landscapes.",Goal 15: Life on land; Goal 13: Climate action,"The restoration of degraded ecosystems and landscapes is challenging, because returning to the original state is often socio-economically unfeasible. A novel approach is to construct new ecosystems to improve the functioning of degraded landscapes. However, the development of novel ecosystems is largely driven by the pre-construction hydrogeophysical and ecological conditions of the soil. In Lake Markermeer, a deteriorating freshwater lake in the Netherlands, a large archipelago is currently being constructed to boost the ecological functioning of the lake. Hence, islands – with wetlands and with more elevated and dryer areas – have been created to sustain biodiversity and key biogeochemical functions such as nutrient cycling. The islands are constructed from lake-bottom sediments. To study how two potentially important drivers, water level and bioturbation, affect soil characteristics in a novel wetland ecosystem, we experimentally tested the effects of water level (-30, -10 and 5 cm), and bioturbation by earthworms (Lumbricus rubellus) and Tubifex spp. in a microcosm experiment. We demonstrate that a high water level prevents soil subsidence, soil crack formation and carbon dioxide (CO2) emissions, and affects nitrogen cycling. In dryer soils, the presence of earthworms strongly increases CO2 emissions next to reducing soil crack formation, while Tubifex spp. in wetter soils hardly affect soil characteristics. Our findings highlight the important roles of both water level and bioturbation for the functioning of novel soils, which likely affects vegetation development in novel ecosystems. This knowledge can be used to aid the construction and nature development of novel wetlands.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
A Mixed-Methods Cluster-Randomized Controlled Trial of a Hospital-Based Psychosocial Stimulation and Counseling Program for Caregivers and Children with Severe Acute Malnutrition,/articles/mixed-methods-cluster-randomized-controlled-trial-hospital-based-psychosocial-stimulation,"This was the first trial to assess an NRU (Nutritional Rehabilitation Unit)-based counseling program of multiple modules including a combination of nutrition and feeding, WASH (Water, Sanitation, and Hygiene), and psychosocial stimulation for caregivers of children with SAM admitted for inpatient treatment.
",Goal 3: Good health and well-being; Goal 2: Zero hunger,"Background: Children with severe acute malnutrition (SAM) who require nutritional rehabilitation unit (NRU) treatment often have poor developmental and nutritional outcomes following discharge. The Kusamala Program is a 4-d hospital-based counseling program for caregivers of children with SAM that integrates nutrition, water, sanitation, and hygiene and psychosocial stimulation, aimed at improving these outcomes. Objectives: The aim was to evaluate the effects of the Kusamala Program on child development and nutritional status in children with SAM 6 mo after NRU discharge. The other aim was to qualitatively understand perceptions and experiences of caregivers who participated in the intervention. Methods: A cluster-randomized controlled trial was conducted with caregivers and their children 6-59 mo of age with SAM admitted to the Moyo NRU in Blantyre, Malawi. The primary outcome of the trial was child development according to Malawi Developmental Assessment Tool (MDAT) composite z-scores of gross motor, fine motor, language, and social domains. A qualitative component with focus group discussions and in-depth interviews was also completed with a subset of caregivers who participated in the trial. Results: Sixty-eight caregivers and children were enrolled to clusters by week and randomly assigned to the comparison arm and 104 to the intervention arm. There were no differences in child development, with mean MDAT composite z-scores in the comparison arm of -1.2 (95% CI: -2.1, -0.22) and in the intervention arm of -1.1 (95% CI: -1.9, -0.40) (P = 0.93). The qualitative evaluation with 20 caregivers indicated that the 3 modules of the Kusamala Program were appropriate and that they applied many of the lessons learned at home as much as possible. Conclusions: The Kusamala Program did not result in improved developmental or nutritional outcomes, yet it was viewed positively by caregivers according to qualitative results. Future research should evaluate more intensive interventions for caregivers and children with SAM. This trial was registered at www.clinicaltrials.gov as NCT03072433.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Limits of Advance Directives in Maintaining Autonomy in Patients with Advanced Dementia,/articles/limits-advance-directives-maintaining-autonomy-patients-advanced-dementia,"Clinicians increasingly face the challenge of caring for patients who say that they would prefer death to life with advanced dementia.
",Goal 3: Good health and well-being,"As dementia becomes more prevalent in the aging population, clinicians increasingly face the challenge of caring for patients who had told family members that they preferred death to life with advanced dementia. Advance directives can guide management, but usually are inadequate in caring for patients with advanced dementia. The “now” patient has very different sensibilities than the “then” patient who had expressed preferences for terminal care before dementia severely impaired cognition and executive function. Clinicians lack clear means of following a patient's directive to die rather than to live with advanced dementia. Withholding life-sustaining oral feeding or fluids is ethically problematic. Controversies remain over precedent autonomy as the justification for advance dementia directives, and the consequent legal, ethical, and practical issues clinicians face, particularly involving feeding.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blood cholesterol and risk of dementia in more than 1·8 million people over two decades: a retrospective cohort study,/articles/blood-cholesterol-and-risk-dementia-more-1%C2%B78-million-people-over-two-decades-retrospective,"An article on dementia risk factors, in the context of SDG 3, focusing specifically on the association between blood lipid levels and dementia.
",Goal 3: Good health and well-being,"Background: Uncertainty remains concerning the association of blood cholesterol with the risk of subsequent dementia. Using data from people with lipid measurements in the UK Clinical Practice Research Datalink (CPRD), we examined the association between blood lipid levels and dementia (both vascular and non-vascular, including Alzheimer's disease) by age at first measurement of blood lipids and duration of follow-up. Methods: We studied a cohort from the UK CPRD of people aged 40 years or older with a first total cholesterol recording between Jan 1, 1992, and Dec 31, 2009. Follow-up was until the first record of dementia, the last data collection date, patient death or transfer out of the practice, or Jan 5, 2015, whichever was earliest. We excluded individuals with a record of dementia before the total cholesterol measurement. We used Poisson regression to examine the association between baseline total cholesterol, LDL cholesterol and HDL cholesterol, and triglycerides and incident dementia diagnosis. Analyses were stratified by age at first measurement (<65 years or ≥65 years) and duration of follow-up (<10 years or ≥10 years). Our primary focus was LDL cholesterol. We adjusted for age, sex, calendar year, country within the UK, socioeconomic status, ethnicity, smoking, alcohol, body-mass index, comorbidities, and prescriptions. Findings: 1 853 954 people had a first total cholesterol recording (dementia diagnosis in 49 416 [2·7%] people), including 953 635 [51·4%] people with LDL cholesterol values for analysis (dementia diagnosis in 21 602 [2·3%] people). Overall, we found a modest positive association between LDL cholesterol and dementia, with an adjusted rate ratio (RR) of 1·05 (95% CI 1·03–1·06) per SD increase in LDL cholesterol (1·01 mmol/L or 39 mg/dL increase). Adjusted RRs per 1-SD increase in LDL cholesterol in people younger than 65 years at baseline (n=636 262) were 1·10 (95% 1·04–1·15) for dementia diagnosed in the first 10 years after measurement and 1·17 (1·08–1·27) for dementia diagnosed more than 10 years after measurement. Associations for LDL cholesterol in people aged 65 years or older at baseline (n=317 373) were weaker compared with people younger than 65 years (RR 1·03 [95% CI 1·01–1·05] for dementia diagnosed during the first 10 years of follow-up and 1·07 [1·03–1·13] for dementia diagnosed after 10 years). We observed a weaker association between total cholesterol and dementia incidence and no consistent associations for HDL cholesterol and triglycerides. Interpretation: LDL cholesterol measured in mid-life (<65 years) is modestly associated with dementia risk more than 10 years later. LDL cholesterol should be added to the list of modifiable risk factors for dementia. Funding: The Alzheimer's Society.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The burden of neurological disorders across the states of India: the Global Burden of Disease Study 1990-2019,/articles/burden-neurological-disorders-across-states-india-global-burden-disease-study-1990-2019,"An article in support of SDG 3, estimating that 3.69 million people had Alzheimer's disease or other dementias in India in 2019, with prevalence rapidly increasing in those older than 60 years.
",Goal 3: Good health and well-being,"BACKGROUND: A systematic understanding of the burden of neurological disorders at the subnational level is not readily available for India. We present a comprehensive analysis of the disease burden and trends of neurological disorders at the state level in India. METHODS: Using all accessible data from multiple sources, we estimated the prevalence or incidence and disability-adjusted life-years (DALYs) for neurological disorders from 1990 to 2019 for all states of India as part of the Global Burden of Diseases, Injuries, and Risk Factors Study 2019. We assessed the contribution of each neurological disorder to deaths and DALYs in India in 2019, their trends in prevalence or incidence and DALY rates over time, and heterogeneity between the states of India. We also assessed the Pearson correlation coefficient between Socio-demographic Index (SDI) of the states and the prevalence or incidence and DALY rates of each neurological disorder. Additionally, we estimated the contribution of known risk factors to DALYs from neurological disorders. We calculated 95% uncertainty intervals (UIs) for the mean estimates. FINDINGS: The contribution of non-communicable neurological disorders to total DALYs in India doubled from 4·0% (95% UI 3·2-5·0) in 1990 to 8·2% (6·6-10·2) in 2019, and the contribution of injury-related neurological disorders increased from 0·2% (0·2-0·3) to 0·6% (0·5-0·7). Conversely, the contribution of communicable neurological disorders decreased from 4·1% (3·5-4·8) to 1·1% (0·9-1·5) during the same period. In 2019, the largest contributors to the total neurological disorder DALYs in India were stroke (37·9% [29·9-46·1]), headache disorders (17·5% [3·6-32·5]), epilepsy (11·3% [9·0-14·3]), cerebral palsy (5·7% [4·2-7·7]), and encephalitis (5·3% [3·7-8·9]). The crude DALY rate of several neurological disorders had considerable heterogeneity between the states in 2019, with the highest variation for tetanus (93·2 times), meningitis (8·3 times), and stroke (5·5 times). SDI of the states had a moderate significant negative correlation with communicable neurological disorder DALY rate and a moderate significant positive correlation with injury-related neurological disorder DALY rate in 2019. For most of the non-communicable neurological disorders, there was an increase in prevalence or incidence from 1990 to 2019. Substantial decreases were evident in the incidence and DALY rates of communicable neurological disorders during the same period. Migraine and multiple sclerosis were more prevalent among females than males and traumatic brain injuries were more common among males than females in 2019. Communicable diseases contributed to the majority of total neurological disorder DALYs in children younger than 5 years, and non-communicable neurological disorders were the highest contributor in all other age groups. In 2019, the leading risk factors contributing to DALYs due to non-communicable neurological disorders in India included high systolic blood pressure, air pollution, dietary risks, high fasting plasma glucose, and high body-mass index. For communicable disorders, the identified risk factors with modest contributions to DALYs were low birthweight and short gestation and air pollution. INTERPRETATION: The increasing contribution of non-communicable and injury-related neurological disorders to the overall disease burden in India, and the substantial state-level variation in the burden of many neurological disorders highlight the need for state-specific health system responses to address the gaps in neurology services related to awareness, early identification, treatment, and rehabilitation. FUNDING: Bill & Melinda Gates Foundation; and Indian Council of Medical Research, Department of Health Research, Ministry of Health and Family Welfare, Government of India.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A professional virtues–based ethical framework for medical missions,/articles/professional-virtues%E2%80%93based-ethical-framework-medical-missions,"These 5 professional virtues can be used to provide a practical framework for the professionally responsible design and implementation of medical missions.
",Goal 3: Good health and well-being,BACKGROUND,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perspectives on climate change in medical school curricula—A survey of U.S. medical students,/articles/perspectives-climate-change-medical-school-curricula%E2%80%94-survey-us-medical-students,"A study to evaluate medical student perceptions on the intersection of climate change and health in medical education.
",Goal 3: Good health and well-being; Goal 13: Climate action; Goal 11: Sustainable cities and communities,Introduction,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Present and future sea level rise at the intersection of race and poverty in the Carolinas: A geospatial analysis,/articles/present-and-future-sea-level-rise-intersection-race-and-poverty-carolinas-geospatial,"Sea level rise (SLR) has and will continue to impact coastal communities in the coming decades. Despite the widespread availability of data on SLR projections, little is known about the differential impact of SLR on minority or economically disadvantaged populations. In this study, we aim to identify the geographic areas in which low-income and communities of color along the North and South Carolina coastline in the United States will experience the most severe effects of SLR.
",Goal 3: Good health and well-being; Goal 10: Reduced inequalities; Goal 13: Climate action,"Sea level rise (SLR) has and will continue to impact coastal communities in the coming decades. Segregated and financially poor communities are currently impacted by SLR. SLR evaluated at 0, 2, and 4-feet for segregation, poverty, and segregation+poverty. Low-income, Black communities are already experiencing greater inland flooding. Residential segregation and poverty intersect to amplify coastal vulnerability to SLR.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Financial viability of electric vehicle lithium-ion battery recycling,/articles/financial-viability-electric-vehicle-lithium-ion-battery-recycling,"Economically viable electric vehicle lithium-ion battery recycling is increasingly needed; however routes to profitability are still unclear. We present a comprehensive, holistic techno-economic model as a framework to directly compare recycling locations and processes, providing a key tool for recycling cost optimization in an international battery recycling economy. We show that recycling can be economically viable, with cost/profit ranging from (−21.43 - +21.91) $·kWh−1 but strongly depends on transport distances, wages, pack design and recycling method.","Goal 9: Industry, innovation and infrastructure; Goal 11: Sustainable cities and communities; Goal 12: Responsible consumption and production","Economically viable electric vehicle lithium-ion battery recycling is increasingly needed; however routes to profitability are still unclear. We present a comprehensive, holistic techno-economic model as a framework to directly compare recycling locations and processes, providing a key tool for recycling cost optimization in an international battery recycling economy. We show that recycling can be economically viable, with cost/profit ranging from (−21.43 - +21.91) $·kWh−1 but strongly depends on transport distances, wages, pack design and recycling method. Comparing commercial battery packs, the Tesla Model S emerges as the most profitable, having low disassembly costs and high revenues for its cobalt. In-country recycling is suggested, to lower emissions and transportation costs and secure the materials supply chain. Our model thus enables identification of strategies for recycling profitability.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Racial Disparities in Acute Coronary Syndrome Management Within a Universal Healthcare Context: Insights From the AMI-OPTIMA Trial,/articles/racial-disparities-acute-coronary-syndrome-management-within-universal-healthcare-context,"The authors evaluated the quality and outcomes of in-hospital ACS management for White patients vs patients of colour, within a universal healthcare context.",Goal 3: Good health and well-being; Goal 10: Reduced inequalities,"Background: Although prior studies have demonstrated racial disparities regarding acute coronary syndrome (ACS) care within private or mixed healthcare systems, few researchers have explored such disparities within universal healthcare systems. We aimed to evaluate the quality and outcomes of in-hospital ACS management for White patients vs patients of colour, within a universal healthcare context. Methods: We performed a post hoc analysis of the Acute Myocardial Infarction - Knowledge Translation to Optimize Adherence to Evidence-Based Therapy study, a cluster-randomized trial evaluating a knowledge-translation intervention at 24 hospitals in Quebec, Canada (years: 2009 and 2012). The primary endpoint was coronary catheterization. The secondary endpoints included in-hospital mortality, percutaneous and surgical coronary revascularization, major bleeding, total stroke, and discharge prescription of evidence-based medical therapy. Results: Of 3444 included patients, 2738 were White, and 706 were people of colour. The mean age was 68.2 years (33.3% women) among White patients and 69.5 years (36.0% women) among patients of colour. Patients of colour were less likely to undergo in-hospital coronary catheterization than were White patients (74.5% vs 80.3%, P = 0.001). This difference was attenuated after adjusting for patient-level characteristics (odds ratio 0.89; 95% confidence interval 0.73-1.09), and it was eliminated after adjusting for hospital-level characteristics (odds ratio 1.04; 95% confidence interval 0.73-1.49). Conclusions: Racial disparity in coronary catheterization for ACS persists within a universal healthcare context. Patients’ comorbidities and hospital-level factors may be partially responsible for this inequality. Future research on cardiovascular healthcare in patients with diverse racial/ethnic backgrounds in universal healthcare systems is needed to remediate racial inequality in ACS management.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HIV pre-exposure prophylaxis: scaling up for impact now and in the future,/articles/hiv-pre-exposure-prophylaxis-scaling-impact-now-and-future,"This Viewpoint supports SDG 3 by exploring the reasons behind inadequate PrEP uptake to date and offering considerations for effective scale up to meet 2030 UNAIDS targets.
",Goal 3: Good health and well-being,"More than a decade after the first efficacy evidence for oral HIV pre-exposure prophylaxis (PrEP) was reported, PrEP uptake globally has been inadequate and global HIV prevention targets have been missed. Access to PrEP is still highly concentrated in a fairly small number of countries and, even within countries with widespread PrEP access, inequalities have emerged. More ambitious, high-priority global targets for PrEP uptake are required and could accelerate the HIV prevention response in a similar way to the success of the 90-90-90 testing and treatment targets. Health systems must be PrEP-friendly and allow PrEP to be prescribed in settings already attended by large numbers of HIV-negative individuals who are at risk. Several models have been advanced for the greater demedicalisation of PrEP. Individual-level barriers to PrEP uptake and persistence have been characterised, such as low awareness, low willingness to use PrEP, and the gap between self-perceived and actual HIV risk. Overcoming these barriers will require further efforts to understand and address them first. New PrEP modalities are emerging; as more options become available, we need to develop a greater understanding of the long-term patterns of PrEP use in different populations and to develop models of such use that can accommodate people alternating through periods of use and non-use, as well as switching between dosing regimens or modalities as they become available. Scaling up PrEP is crucial to achieving the UNAIDS prevention targets for 2030. Simply getting more people onto PrEP cannot be the only goal: the big-picture definition of success for PrEP programmes must be their impact on the HIV epidemic.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIV-associated Burkitt lymphoma: Outcomes from a US-UK collaborative analysis,/articles/hiv-associated-burkitt-lymphoma-outcomes-us-uk-collaborative-analysis,"We conducted a retrospective multicenter international analysis to identify prognostic factors, survival, and treatment-related outcomes in patients with HIV-BL contemporaneously treated. In this large collaborative effort, we analyzed a cohort of 249 patients with newly diagnosed HIV-BL treated at 35 centers in the United States and United Kingdom.",Goal 3: Good health and well-being,"Data addressing prognostication in patients with HIV related Burkitt lymphoma (HIV-BL) currently treated remain scarce. We present an international analysis of 249 (United States: 140; United Kingdom: 109) patients with HIV-BL treated from 2008 to 2019 aiming to identify prognostic factors and outcomes. With a median follow up of 4.5 years, the 3- year progression-free survival (PFS) and overall survival (OS) were 61% (95% confidence interval [CI] 55% to 67%) and 66% (95%CI 59% to 71%), respectively, with similar results in both countries. Patients with baseline central nervous system (CNS) involvement had shorter 3-year PFS (36%) compared to patients without CNS involvement (69%; P < .001) independent of frontline treatment. The incidence of CNS recurrence at 3 years across all treatments was 11% with a higher incidence observed after dose-adjusted infusional etoposide, doxorubicin, vincristine, prednisone, cyclophosphamide (DA-EPOCH) (subdistribution hazard ratio: 2.52; P = .03 vs other regimens) without difference by CD4 count 100/mm3. In multivariate models, factors independently associated with inferior PFS were Eastern Cooperative Oncology Group (ECOG) performance status 2-4 (hazard ratio [HR] 1.87; P = .007), baseline CNS involvement (HR 1.70; P = .023), lactate dehydrogenase >5 upper limit of normal (HR 2.09; P < .001); and >1 extranodal sites (HR 1.58; P = .043). The same variables were significant in multivariate models for OS. Adjusting for these prognostic factors, treatment with cyclophosphamide, vincristine, doxorubicin, and high-dose methotrexate, ifosfamide, etoposide, and high-dose cytarabine (CODOX-M/IVAC) was associated with longer PFS (adjusted HR [aHR] 0.45; P = .005) and OS (aHR 0.44; P = .007). Remarkably, HIV features no longer influence prognosis in contemporaneously treated HIV-BL.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why is the world not yet ready to use alternative fuel vehicles?,/articles/why-world-not-yet-ready-use-alternative-fuel-vehicles,"Despite the improvement in technologies for the production of alternative fuels (AFs), and the needs for using more AFs for motor vehicles for the reductions in air pollution and greenhouse gases, the number of alternative fuel vehicles (AFVs) in the global transportation sector has not been increasing significantly (there are even small drops for adapting some AFs through the projections) in recent years and even in the near future with projections to 2050. And gasoline and diesel fuels will remain as the main energy sources for motor vehicles.",Goal 13: Climate action; Goal 7: Affordable and clean energy; Goal 11: Sustainable cities and communities,"Despite the improvement in technologies for the production of alternative fuels (AFs), and the needs for using more AFs for motor vehicles for the reductions in air pollution and greenhouse gases, the number of alternative fuel vehicles (AFVs) in the global transportation sector has not been increasing significantly (there are even small drops for adapting some AFs through the projections) in recent years and even in the near future with projections to 2050. And gasoline and diesel fuels will remain as the main energy sources for motor vehicles. After reviewing the latest advantages and disadvantages of AFVs, including flexible-fuel, gas, electric, hybrid electric, and fuel cell electric vehicles, it is found that the higher price of AFVs, compared to that of gasoline and diesel vehicles, might be one of the main barriers for their wider adoption. But on the other hand, there is the “chicken and egg” problem. Because people mostly do not select AFVs due to their higher price and sometimes their less infrastructure availability compared to those of gasoline and diesel vehicles, however, governments and AFVs manufacturers claim that the insignificant demand volume and less interest by people to purchase them, is one of the main reasons for a higher price and less infrastructure availability of AFVs. So, what should we do for adopting AFVs? This review shows that there are two very important and fundamental points that might cause a rise in the demand and usage of AFVs, rather than waiting for the reduction in AFVs prices. Those points are car salespeople's and people's knowledge about AFVs and the environmental issues, and their encouragement to accept and use AFVs. Although the AFVs are available on the market for many years, many people around the world have no/less/old/wrong knowledge about the current AFVs. Thus, most of these people reject these vehicles for usage, even when their important parameters such as purchase price, operating cost, driving range, and fuel availability be the same (or close) as those of gasoline or diesel vehicles. Detailed information, examples, and recommendations to the increases in people's knowledge and encouragement are presented in this review.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
A community based PFAS phytoremediation project at the former Loring Airforce Base,/articles/community-based-pfas-phytoremediation-project-former-loring-airforce-base,"The Loring Airforce Base (AFB) in Aroostook County, Maine, USA was active from 1947 through 1994. Like many military sites, it has a substantial history of pollution from a wide variety of toxins. Currently, some of the AFB land belongs to the Micmac Nation, an Indigenous tribe, who are very concerned about the contamination on the land. Starting in 2019, a group of community activists, research scientists, and tribal members came together to test methods for cleaning the land. This backstory features perspectives from six project participants.",Goal 10: Reduced inequalities,"Protecting the land is part of the Micmac beliefs. Anything we can do to contribute to making the environment better, we want to be a part of.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nudging plant-based meals through the menu,/articles/nudging-plant-based-meals-through-menu,"A nudge experiment was performed to evaluate the effectiveness of presenting a menu with the dish-of-the-day (DoD) vs. a menu with free choice to facilitate consumer choice towards a fully plant-based, nutritious and tasty meal in foodservice setting. A menu card in control condition included the appetizer, the three mains and a dessert. The menu card in the intervention included the appetizer, eggplant lasagne as the DoD, and the dessert. Thirty-three volunteers ate twice at Future Consumer Lab in Copenhagen, once in each condition (67% women; mean age 25y; SD2.1).",Goal 2: Zero hunger; Goal 13: Climate action; Goal 12: Responsible consumption and production,"A nudge experiment was performed to evaluate the effectiveness of presenting a menu with the dish-of-the-day (DoD) vs. a menu with free choice to facilitate consumer choice towards a fully plant-based, nutritious and tasty meal in foodservice setting. A menu card in control condition included the appetizer, the three mains and a dessert. The menu card in the intervention included the appetizer, eggplant lasagne as the DoD, and the dessert. Thirty-three volunteers ate twice at Future Consumer Lab in Copenhagen, once in each condition (67% women; mean age 25y; SD2.1). Three innovative 100% plant-based main courses were designed for the purpose of this study, Black bean & quinoa burger, Lentil curry and Eggplant lasagne. Compared with the control situation, DoD was successful in achieving 85% of the choice. Menu design and innovative meal design can contribute jointly to the uptake of plant-based meals in foodservice.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mental health and well-being of indigenous people during the COVID-19 pandemic in Bangladesh,/articles/mental-health-and-well-being-indigenous-people-during-covid-19-pandemic-bangladesh,The results suggest that the ongoing pandemic has led to the rise of common mental health problems among indigenous people during the pandemic. The results can contribute to the formation of mental health policy for indigenous people and the development of suitable mental health intervention strategies especially during and after the COVID-19 pandemic.,Goal 3: Good health and well-being; Goal 10: Reduced inequalities,"Background: The ongoing pandemic caused by the novel coronavirus and the subsequent containment strategies has taken a heavy toll on the mental health of people irrespective of age, gender, race, ethnicity, and geographical location. Studies have documented the mental health status of non-indigenous Bangladeshi people, but little attention has been paid during the pandemic to the investigation of the mental health status of indigenous people living in remote hilly areas. To address this gap the present study aimed at investigating the prevalence and accompanying risk factors of depression, anxiety, stress, and compromised well-being among indigenous people during the pandemic. Methods: A cross-sectional survey was conducted on 422 indigenous people aged between 16 and 90 using the 21-item Bangla Depression Anxiety Stress Scale (BDASS-21) and the Bangla version of the WHO-5 Well-being Index from January 30 to April 10, 2021. Data were collected by trained research assistants from three remote hilly areas namely Bandarban, Rangamati, and Khagracchari in the Chattogram Hill Tracts (CHT). Chi-squares, logistic regression, and ANOVA were performed to examine the association of variables. Results: The prevalence of moderate to extremely severe depression, anxiety, stress, and low well-being among the indigenous population during the pandemic was found to be 49.3%, 47.2%, 36.7%, and 50.9%, respectively. Risk predictors for depression, anxiety, and stress included age, ethnicity, geographical locations, educational attainment, occupation, and marital status. Conclusions: The results suggest that the ongoing pandemic has led to the rise of common mental health problems among indigenous people during the pandemic. The results can contribute to the formation of mental health policy for indigenous people and the development of suitable mental health intervention strategies especially during and after the COVID-19 pandemic.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
